DATAFLOW,REF_AREA,FREQ,MEASURE,ACTIVITY,UNIT_MEASURE,PRICE_BASE,TRANSFORMATION,ADJUSTMENT,CONVERSION_TYPE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,BASE_PER,DECIMALS
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,20964.3461568272,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2021,23650.099092678,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2022,27363.6540431117,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2023,27958.2870873368,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),EST,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2024,28741.1396194188,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,42740.8827092412,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2021,44891.0944690066,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),FIN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2022,47892.7099641887,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),FRA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,34280.3347775297,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),DEU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,41481.2231695146,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),GRC,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,15659.9624810372,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),GRC,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2021,17346.5686328411,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),HUN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,5047120.08859182,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ITA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,28096.2786996395,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ITA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2021,31158.5944951398,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ITA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2022,33857.7753979161,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ITA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2023,36134.9310493319,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ITA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2024,37176.4139264334,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),JPN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,4292839.61930945,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),JPN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2021,4406848.4964383,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),JPN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2022,4485950.04281815,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),JPN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2023,4759975.7141019,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),KOR,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,39711137.0476117,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),KOR,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2021,42918927.9505505,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),KOR,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2022,44970903.5666596,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LVA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,15374.256521515,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LVA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2021,17128.9449529115,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LVA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2022,19138.5836790415,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LVA,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2024,21605.9362016305,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LTU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,17885.4118444944,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LTU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2021,20182.333587335,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LTU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2022,23822.064826083,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LTU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2023,25697.597319947,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),MEX,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,190584.94080742,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),MEX,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2021,209144.602326611,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),NLD,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,46810.1708519665,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),NLD,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2021,50849.8260423202,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),NLD,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2022,56144.8505734139,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),NOR,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,643535.043688418,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),NOR,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2021,799543.454142012,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),NOR,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2022,1050559.8314092,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),NOR,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2023,924195.471014493,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),POL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,63577.4067921474,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),POL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2021,71985.982315721,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),POL,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2022,82078.2161447111,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),PRT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,19358.2750288257,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),PRT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2021,20801.2912930773,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),PRT,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2022,23303.0983576163,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),SVK,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,17273.2186187737,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),SVN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,22226.8874833555,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),SVN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2021,24681.8359087739,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),SVN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2022,26978.7422258441,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),SVN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2023,30157.9401323434,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),SVN,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2024,31490.0279595194,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ESP,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,23850.8296530318,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ESP,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2021,26094.1195732699,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CHE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,80586.7834983449,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CHE,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2021,85559.0652669085,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),GBR,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,31515.7317511686,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),GBR,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2021,34118.5954854891,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),GBR,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2022,37370.9839654458,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),BGR,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,18484.8164225603,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),BGR,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2021,21453.1287241823,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),BGR,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2022,26041.3777241084,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),BGR,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2023,28733.3819274544,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ROU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2020,55432.471258411,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ROU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2021,62291.4323241432,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ROU,A,GDPPOP,_T,XDC_PS,V,_Z,_Z,_Z,2022,72926.7100866072,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),AUS,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2020,56821.6229185355,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),AUS,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2021,65002.659135855,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),AUS,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2022,72576.3070674821,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),AUT,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2020,58523.1311074713,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),AUT,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2021,62998.9240958624,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),AUT,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2022,70648.7893565711,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),AUT,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2023,70486.7107573315,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CAN,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2020,48590.7164227128,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CAN,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2021,56995.2069913219,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CAN,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2022,63578.2977236401,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CAN,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2023,64462.9339355831,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CHL,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2020,25236.6235813902,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),COL,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2020,15950.5089741811,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CRI,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2020,21778.7915488166,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CRI,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2021,23385.8451284138,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CZE,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2020,45675.0645653448,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CZE,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2021,47818.4359361385,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CZE,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2022,51289.7644645094,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),DNK,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2020,62700.5811445283,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),EST,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2020,40691.4746077362,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),EST,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2021,44280.2698809384,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),EST,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2022,48413.7976086428,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),EST,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2023,46941.0418454276,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),FIN,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2020,53285.4222792775,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),FIN,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2021,56785.4613371831,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),FIN,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2022,61338.3598769098,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),FRA,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2020,49462.8855338844,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),DEU,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2020,58685.7792595087,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),GRC,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2020,29533.1382920553,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),GRC,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2021,33306.800988571,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),HUN,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2020,35583.5855716283,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ITA,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2020,44435.6061098035,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ITA,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2021,49825.3334505828,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ITA,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2022,56247.389656978,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ITA,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2023,57902.4691527562,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),JPN,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2020,42612.1933935998,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),JPN,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2021,44418.8211183886,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),JPN,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2022,47463.355254628,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),JPN,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2023,49962.7102901441,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),KOR,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2020,47881.7128829385,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),KOR,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2021,51717.7913270234,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),KOR,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2022,55070.3798695644,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LVA,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2020,32734.3079087277,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LVA,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2021,36906.9494627935,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LVA,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2022,39815.8517674191,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LTU,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2020,41262.6914828622,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LTU,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2021,45873.5416859542,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LTU,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2022,50498.3920967299,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LTU,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2023,50914.8769756075,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),MEX,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2020,19417.7888881747,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),MEX,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2021,20787.9510840459,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),NLD,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2020,62594.8305813553,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),NLD,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2021,68573.7547481891,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),NLD,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2022,77152.118919835,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),NOR,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2020,67116.5328127905,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),NOR,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2021,88989.4090236686,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),NOR,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2022,123153.044346711,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),NOR,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2023,100429.939492754,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),POL,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2020,37438.4574176408,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),POL,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2021,41069.4014014547,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),POL,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2022,44909.6222715945,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),PRT,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2020,35662.7711186088,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),PRT,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2021,38487.2672722243,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),PRT,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2022,44410.2729721807,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),SVK,A,GDPPOP,_T,USD_PPP_PS,V,_Z,_Z,_Z,2020,35317.0813715202,A,0,,2
